date,pm10,co,no,no2,nox,pm25,avgT,humid,pressure-monthly,windDir,windSpd
5/5/2020,63,0.7,15.5,16.04,31.6,15,33.2,69,1007.07,200,7
5/6/2020,59,0.4,4.8,7.7,12.5,11,33.7,71,1007.07,150,7
5/7/2020,46,0.5,10.8,8.9,19.8,7,33.3,71,1007.07,200,12
5/8/2020,45,0.4,9.8,8.2,18,7,33.5,73,1007.07,240,13
5/9/2020,38,0.4,7.8,7,14.9,4,34.2,69,1007.07,180,10
5/10/2020,36,0.2,4.1,5.2,9.4,4,33.4,71,1007.07,250,6
5/11/2020,48,0.2,18.1,9.4,27.5,11,31.8,79,1007.07,110,8
5/12/2020,59,0.3,14.7,17.3,32,15,31.8,67,1007.07,240,7
5/13/2020,44,0.4,16.7,12.4,29.1,9,33.5,66,1007.07,230,7
5/14/2020,45,0.3,15.3,12,27.3,8,34.3,68,1007.07,180,8
5/15/2020,39,0.2,17.5,10.7,28.1,7,33.8,69,1007.07,250,12
5/16/2020,41,0.3,10.2,8.53,18.7,7,33.8,67,1007.07,180,14
5/17/2020,39,0.2,7.1,7.8,14.9,7,33.4,70,1007.07,160,8
5/18/2020,44,0.4,23.4,12.3,35.7,7,34.1,66,1007.07,150,7
5/19/2020,40,0.3,26.9,10.1,37,12,33.4,68,1007.07,150,7
5/20/2020,46,0.1,19.8,10.1,29.9,13,33.3,70,1007.07,110,8
5/21/2020,48,0.2,14,13,27,17,33.3,67,1007.07,240,5
5/22/2020,66,0.3,32.3,20.1,52.5,24,34.2,65,1007.07,190,11
5/23/2020,76,0.2,20.4,15.2,35.5,26,33.7,70,1007.07,240,11
5/24/2020,71,0.1,8.8,9.7,18.5,22,33.5,75,1007.07,180,9
5/25/2020,63,0.2,25.9,12.2,38.1,22,30.6,79,1007.07,150,5
5/26/2020,70,0.4,51,18.5,69.5,25,32.1,77,1007.07,160,8
5/27/2020,40,0.4,24.8,16.5,41.3,14,33.2,66,1007.07,240,6
5/28/2020,45,0.4,42.4,15.3,57.6,14,33.8,67,1007.07,150,10
5/29/2020,51,0.3,32.8,15.1,47.9,16,31.9,75,1007.07,180,9
5/30/2020,39,0.1,21,13.4,34.3,12,29.7,80,1007.07,150,11
5/31/2020,42,0.2,24.9,14.5,39.4,13,30.2,79,1007.07,290,12
6/1/2020,46,0.3,25.1,15.7,40.9,14,31.6,71,1006.4,240,7
6/2/2020,36,0.2,23.2,11.9,35.1,11,32.6,73,1006.4,240,10
6/3/2020,40,0.2,17.7,13.6,31.3,12,29.6,80,1006.4,280,12
6/4/2020,48,0.3,34.6,12.3,46.9,14,30.7,79,1006.4,220,5
6/5/2020,46,0.5,52.8,11.4,64.2,13,31.1,80,1006.4,150,7
6/6/2020,36,0.8,17.42,7.21,24.63,9,31.5,78,1006.4,250,6
6/7/2020,30,0.5,19.9,4.1,24,7,31.3,77,1006.4,260,6
6/8/2020,33,0.4,20.8,9,29.7,10,30.6,80,1006.4,240,12
6/9/2020,39,0.5,23.2,11.1,34.3,11,30.3,79,1006.4,180,10
6/10/2020,35,0.6,27.4,13.44,40.9,11,31.7,71,1006.4,170,13
6/11/2020,43,0.6,30,16.5,46.5,16,31.4,70,1006.4,160,6
6/12/2020,43,0.7,47,17.1,64.1,13,32.3,67,1006.4,280,7
6/13/2020,42,0.6,26.7,14.7,41.4,13,32.9,68,1006.4,290,9
6/14/2020,46,0.5,29.2,14.3,43.5,15,32.3,66,1006.4,290,10
6/15/2020,38,0.4,23.7,11.5,35.2,11,28.9,86,1006.4,240,6
6/16/2020,41,0.6,46.6,12.3,58.9,13,29.8,82,1006.4,140,8
6/17/2020,41,0.53,38.07,10.27,48.34,13,28.8,90,1006.4,150,8
6/18/2020,43,0.8,59.2,19.1,78.3,13,29.4,80,1006.4,240,7
6/19/2020,45,0.6,36.6,12.7,49.3,14,29.9,80,1006.4,270,9
6/20/2020,45,0.6,38.1,14.9,53,13,31.1,70,1006.4,180,6
6/21/2020,40,0.5,26.1,6.7,32.8,12,32.8,71,1006.4,180,7
6/22/2020,48,0.7,42.5,8.1,50.6,15,30.1,76,1006.4,120,8
6/23/2020,44,0.5,29.9,13.9,43.8,14,29.9,77,1006.4,140,7
6/24/2020,50,0.7,43,17.7,60.7,17,,74,1006.4,,
6/25/2020,45,0.7,44.4,13.7,58.1,15,31.6,74,1006.4,160,8
6/26/2020,43,0.6,48.1,11.6,59.8,13,30.3,77,1006.4,180,7
6/27/2020,41,0.5,42.7,13.5,56.2,14,30.6,71,1006.4,180,7
6/28/2020,39,0.5,30.1,10.7,40.8,12,30.5,73,1006.4,0,5
6/29/2020,39,0.7,45.5,11.4,57,12,30.5,76,1006.4,120,8
6/30/2020,40,0.6,45.7,13.9,59.6,13,30.8,72,1006.4,140,7
7/1/2020,41,0.6,48.8,13.7,62.5,13,31.2,67,1006.15,260,13
7/2/2020,42,0.6,50,11.9,61.9,12,30.3,64,1006.15,280,13
7/3/2020,41,0.6,51.2,12.3,63.5,14,30.5,77,1006.15,260,20
7/4/2020,54,0.6,57.5,14.1,71.5,17,29,79,1006.15,240,8
7/5/2020,43,0.5,37.9,12.25,50.2,14,30.7,70,1006.15,240,8
7/6/2020,41,0.5,26.7,10.8,37.5,12,32.5,67,1006.15,270,11
7/7/2020,43,0.5,35.7,12.1,47.8,14,31.3,79,1006.15,140,7
7/8/2020,40,0.7,39.6,10.9,50.5,12,31.4,74,1006.15,150,8
7/9/2020,43,0.6,41.6,14,55.6,14,32.3,71,1006.15,150,8
7/10/2020,46,0.9,59.7,15.5,75.2,14,32.6,69,1006.15,260,7
7/11/2020,47,0.6,48,15.3,63.3,15,31.4,72,1006.15,290,8
7/12/2020,41,0.5,32.7,12.6,45.3,13,31.9,71,1006.15,150,5
7/13/2020,39,0.6,41.3,12.2,53.6,10,30.9,76,1006.15,130,8
7/14/2020,48,0.7,60.6,18,78.6,15,29.2,83,1006.15,120,7
7/15/2020,53,0.6,53.2,16.7,69.9,17,30,80,1006.15,300,10
7/16/2020,48,0.7,55.5,15.2,70.7,14,30.1,80,1006.15,240,7
7/17/2020,55,0.9,66.4,16.8,83.2,16,31.5,74,1006.15,300,8
7/18/2020,48,0.5,36.5,15.6,52.1,16,30.8,74,1006.15,120,4
7/19/2020,34,0.4,15.7,9.3,25,10,32.7,70,1006.15,180,8
7/20/2020,47,0.6,29.4,16.1,45.5,15,32,74,1006.15,220,8
7/21/2020,51,0.6,40.8,16.9,57.6,15,30.2,77,1006.15,250,8
7/22/2020,54,0.6,33.2,18.1,51.3,20,30.9,79,1006.15,100,7
7/23/2020,40,0.5,28.4,14.2,42.6,13,30.3,77,1006.15,210,8
7/24/2020,42,0.7,47.6,17.6,65.1,15,30.2,85,1006.15,260,6
7/25/2020,45,0.5,32.1,16.9,49,15,30,85,1006.15,180,6
7/26/2020,40,0.6,30,11.3,41.3,14,30.5,78,1006.15,210,8
7/27/2020,30,0.9,25.3,5.8,31.1,9,31.3,71,1006.15,180,9
7/28/2020,35,0.6,37.6,12.6,50.2,11,29.9,78,1006.15,120,8
7/29/2020,51,1.1,93.7,16.9,110.6,16,31,73,1006.15,300,8
7/30/2020,43,0.8,61.8,16.88,78.7,14,31.5,69,1006.15,140,7
7/31/2020,38,0.7,44.7,14.5,59.2,11,31.6,69,1006.15,210,11
8/1/2020,38,0.6,38.7,12.5,51.2,12,30.7,69,1005.62,230,9
8/2/2020,32,0.5,27.3,9.4,36.7,9,29.2,75,1005.62,210,13
8/3/2020,35,0.6,31.5,10.9,42.4,9,29.4,76,1005.62,200,9
8/4/2020,37,0.6,31,9.6,40.5,10,30.1,82,1005.62,210,10
8/5/2020,44,0.7,46.7,15.6,62.3,13,29.1,82,1005.62,210,6
8/6/2020,49,0.8,61.7,18.9,80.6,16,30.6,72,1005.62,220,12
8/7/2020,52,0.8,52.7,15.8,68.5,17,28.9,82,1005.62,200,10
8/8/2020,42,0.6,39.3,12.6,51.9,14,29.2,84,1005.62,210,12
8/9/2020,28,0.5,14.7,5.5,20.2,8,30.2,76,1005.62,210,13
8/10/2020,35,0.6,35.9,13.7,49.6,10,30.6,74,1005.62,210,7
8/11/2020,33,0.6,33.6,11.1,44.8,10,30.6,73,1005.62,200,9
8/12/2020,33,0.5,29,9.1,38.1,10,30.6,79,1005.62,200,10
8/13/2020,41,0.7,50,12.9,62.9,14,30.2,81,1005.62,120,8
8/14/2020,42,0.7,37.8,11.6,49.3,17,28.5,85,1005.62,120,8
8/15/2020,53,0.7,50.3,14.9,65.2,18,29.4,88,1005.62,140,9
8/16/2020,41,0.6,25.9,11.4,37.2,13,29.9,79,1005.62,240,6
8/17/2020,53,0.8,58.2,13.8,72,18,30.4,76,1005.62,120,7
8/18/2020,65,0.9,55.4,14,69.4,21,30.8,72,1005.62,230,5
8/19/2020,55,0.8,53.3,13.8,67.1,19,30.5,75,1005.62,200,8
8/20/2020,56,0.7,34.8,15.3,50,22,30.6,75,1005.62,210,6
8/21/2020,50,0.9,69.5,15,84.5,18,31.1,73,1005.62,200,10
8/22/2020,43,0.6,40.6,12.3,52.9,15,30,77,1005.62,200,10
8/23/2020,47,0.7,48.7,12.3,61,14,30,80,1005.62,210,12
8/24/2020,51,0.9,60.1,15.19,75.3,18,30.4,71,1005.62,240,6
8/25/2020,50,0.9,49,17.3,66.3,18,32.7,65,1005.62,300,8
8/26/2020,45,0.8,48.5,15.2,63.7,16,33.2,63,1005.62,270,10
8/27/2020,46,0.7,51.8,13.3,65.1,14,32.3,61,1005.62,300,8
8/28/2020,43,0.6,51.5,13.4,64.9,15,31.4,74,1005.62,120,9
8/29/2020,46,0.5,31.1,14.8,45.9,17,30,70,1005.62,170,11
8/30/2020,48,0.4,15.8,15.1,30.9,18,31.5,77,1005.62,230,9
8/31/2020,36,0.5,18.1,11.5,29.6,13,31.2,77,1005.62,0,5
9/1/2020,48,0.8,62.7,21.2,83.9,16,29,84,1006.53,300,8
9/2/2020,63,0.8,56.9,18.5,75.4,23,30.5,78,1006.53,300,6
9/3/2020,51,0.8,54.8,18.3,73.1,17,31.2,77,1006.53,60,7
9/4/2020,47,0.6,24.5,15.2,39.7,16,31.7,74,1006.53,210,7
9/5/2020,38,0.4,21.5,12.3,33.8,13,30.3,80,1006.53,150,8
9/6/2020,33,0.4,22.7,8.2,30.9,10,31,76,1006.53,200,11
9/7/2020,38,0.5,32.3,11.6,43.9,12,30.5,76,1006.53,230,11
9/8/2020,42,0.8,52.4,14.6,67,14,31.6,70,1006.53,200,9
9/9/2020,49,0.5,23.2,14.9,38.1,17,31.3,77,1006.53,240,9
9/10/2020,51,0.7,43.7,16.4,60.2,18,31.5,78,1006.53,310,8
9/11/2020,35,0.6,23.1,7.5,30.6,11,31.3,72,1006.53,240,8
9/12/2020,37,0.4,15.3,12.2,27.5,10,31.8,72,1006.53,230,7
9/13/2020,34,0.3,14,7.9,21.9,9,30.5,76,1006.53,230,9
9/14/2020,40,0.5,23.4,9.4,32.8,11,30.5,80,1006.53,250,7
9/15/2020,43,0.2,29,13.9,43,13,29.3,86,1006.53,120,9
9/16/2020,42,0.3,39.5,13.5,53,13,30,79,1006.53,210,8
9/17/2020,44,0.2,46,14,60,13,31,74,1006.53,230,8
9/18/2020,52,0.3,76.3,15.86,92.1,17,29.2,80,1006.53,350,8
9/19/2020,35,0,12.5,7.5,20,8,27.8,89,1006.53,250,10
9/20/2020,35,0,13.8,7,20.8,8,27.8,87,1006.53,240,9
9/21/2020,56,0.1,33,14.8,47.9,18,27.8,81,1006.53,140,7
9/22/2020,64,0.2,50.6,19,69.6,22,29.9,80,1006.53,320,6
9/23/2020,72,0.8,51,22.6,73.6,28,30.9,86,1006.53,230,10
9/24/2020,44,0.7,37,14.6,51.6,13,29.1,82,1006.53,240,8
9/25/2020,45,0.9,38.1,13,51.2,14,30.7,70,1006.53,290,8
9/26/2020,44,0.7,44.6,13.5,58.1,13,31.6,68,1006.53,230,10
9/27/2020,41,0.5,32.9,9.6,42.6,12,31.7,70,1006.53,230,11
9/28/2020,49,0.5,48.9,13.1,62,18,28.4,87,1006.53,210,8
9/29/2020,34,0.3,29.2,8.7,37.9,12,28.8,85,1006.53,250,8
9/30/2020,52,0.6,71.1,13,84.1,17,29.9,78,1006.53,140,8
10/1/2020,45,0.5,51.6,12.2,63.8,15,30.5,77,1007.09,230,8
10/2/2020,45,0.6,59.3,14.1,73.4,16,30.1,86,1007.09,220,7
10/3/2020,44,0.3,34.1,14.1,48.2,17,28.5,89,1007.09,140,8
10/4/2020,36,0.2,21.8,10.6,32.4,14,29.2,86,1007.09,240,7
10/5/2020,52,0.6,54.7,15,69.6,19,29.4,80,1007.09,340,8
10/6/2020,59,0.7,61.8,19.9,81.6,22,27,83,1007.09,240,8
10/7/2020,58,0.5,56.8,15.6,72.4,21,30.1,77,1007.09,240,9
10/8/2020,47,0.5,50.9,17.1,68,17,28.4,92,1007.09,100,7
10/9/2020,48,0.7,73.7,18.2,91.9,18,26.5,92,1007.09,100,5
10/10/2020,60,0.6,65.2,19.3,84.5,20,26.1,92,1007.09,60,5
10/11/2020,61,0.6,55.8,17.1,73,22,27.1,89,1007.09,120,5
10/12/2020,72,0.8,44.2,18.6,62.9,30,28.8,82,1007.09,140,8
10/13/2020,57,0.5,59.8,15.9,75.7,24,26.5,91,1007.09,140,8
10/14/2020,59,0.7,52.7,17.8,70.5,24,28.8,83,1007.09,140,8
10/15/2020,49,0.7,50.7,11.4,62.1,18,30.1,75,1007.09,120,7
10/16/2020,47,0.6,59.5,16.9,76.4,17,28.1,86,1007.09,140,7
10/17/2020,43,0.6,68.9,14.4,83.3,15,25.9,95,1007.09,30,7
10/18/2020,40,0.5,46.5,14.9,61.5,13,24.1,93,1007.09,30,6
10/19/2020,75,0.9,91.8,19.8,111.6,24,25.8,88,1007.09,50,5
10/20/2020,68,0.7,66.9,17.8,84.6,19,26.8,86,1007.09,30,7
10/21/2020,64,0.8,68.3,22.1,90.4,20,27.1,81,1007.09,40,4
10/22/2020,72,1,63.8,19,82.7,25,29.1,74,1007.09,190,6
10/23/2020,69,0.7,21.3,13.8,35,29,29.2,67,1007.09,160,8
10/24/2020,77,0.6,17,18.2,35.2,33,29.3,59,1007.09,180,7
10/25/2020,88,0.5,15.9,20.5,36.4,37,29.2,65,1007.09,140,5
10/26/2020,102,0.6,23.2,21.7,44.9,42,29.6,67,1007.09,30,4
10/27/2020,75,0.7,49,19.7,68.7,31,28.8,74,1007.09,40,5
10/28/2020,75,0.9,67.7,21.7,89.3,31,29,77,1007.09,70,4
10/29/2020,65,0.7,73.8,15.1,88.9,24,27.8,82,1007.09,340,7
10/30/2020,49,0.3,29.9,11.8,41.7,18,28.8,84,1007.09,240,5
10/31/2020,55,0.6,58.3,12.2,70.5,20,29.9,87,1007.09,220,6
11/1/2020,54,0.5,54.4,11.09,65.5,17,28.1,84,1010.64,210,6
11/2/2020,68,0.8,61.2,14.4,75.5,24,30.3,74,1010.64,210,5
11/3/2020,51,0.4,13.6,11.7,25.4,21,30.6,63,1010.64,40,8
11/4/2020,73,0.8,39.8,19.7,59.5,32,29.9,66,1010.64,60,4
11/5/2020,66,0.7,28,21,49,26,29.6,67,1010.64,220,5
11/6/2020,65,0.7,30,20.7,50.7,28,29.6,70,1010.64,30,5
11/7/2020,45,0.3,15.9,10.58,26.4,19,29.4,74,1010.64,40,6
11/8/2020,78,0.5,26.9,13.8,40.7,38,28.9,70,1010.64,40,5
11/9/2020,66,0.5,21.6,14.9,36.5,33,29.1,63,1010.64,40,6
11/10/2020,75,0.5,25.4,19.3,44.6,34,29.1,61,1010.64,60,8
11/11/2020,78,0.5,48.2,23.3,71.4,32,28,63,1010.64,30,8
11/12/2020,68,0.6,46.2,21.1,67.3,28,25.5,75,1010.64,60,5
11/13/2020,75,0.6,32.4,21.6,54,35,28.9,59,1010.64,60,4
11/14/2020,90,0.6,36.4,25.9,62.3,42,28.5,50,1010.64,210,4
11/15/2020,93,0.8,45.9,23.2,69.2,46,29.1,52,1010.64,30,4
11/16/2020,51,0.4,11.2,12.8,24,22,30,61,1010.64,200,6
11/17/2020,70,0.7,47.9,18.8,66.7,28,31.3,65,1010.64,170,5
11/18/2020,86,1,85.1,20.8,106,32,31.3,67,1010.64,150,5
11/19/2020,96,0.9,63.2,21.6,84.8,40,31.7,68,1010.64,120,4
11/20/2020,80,0.7,34.9,19.8,54.7,35,31.6,77,1010.64,210,5
11/21/2020,73,0.5,41,16,57,25,29.7,84,1010.64,0,4
11/22/2020,70,0.5,58.9,16.9,75.8,26,29.3,82,1010.64,120,8
11/23/2020,98,1,89.9,20.7,110.6,36,30.1,83,1010.64,340,13
11/24/2020,56,0.4,34.7,12,46.7,17,29.8,71,1010.64,200,6
11/25/2020,58,0.5,44.2,14.4,58.6,20,29.8,68,1010.64,310,5
11/26/2020,55,0.4,21.3,12.2,33.6,19,30.4,64,1010.64,260,4
11/27/2020,47,0.3,22.3,10.2,32.5,16,28.8,65,1010.64,120,8
11/28/2020,62,0.4,21.4,14.6,36,21,29.7,59,1010.64,120,8
11/29/2020,53,0.5,15.5,14.4,29.8,20,28.8,61,1010.64,160,6
11/30/2020,48,0.5,15.6,13.1,29,17,29.1,58,1010.64,140,6
12/1/2020,57,0.7,39.8,17.4,57.3,20,29.3,62,1010.97,130,8
12/2/2020,59,0.6,25.9,15.44,41.4,20,28.5,63,1010.97,130,6
12/3/2020,48,0.5,14.9,11.3,26.1,17,29,65,1010.97,140,8
12/4/2020,54,0.5,12.9,12.2,25.1,23,27.6,60,1010.97,130,9
12/5/2020,58,0.4,11.8,12.5,24.4,25,26,56,1010.97,170,6
12/6/2020,71,0.6,32.3,19.6,51.9,30,26.7,59,1010.97,350,7
12/7/2020,85,0.9,62.8,22.8,85.6,36,27.4,60,1010.97,210,6
12/8/2020,74,0.7,30.1,20.1,50.3,31,28.6,60,1010.97,0,7
12/9/2020,83,0.8,46.3,22.3,68.7,36,27.5,61,1010.97,240,8
12/10/2020,97,0.9,52.5,26.4,79,47,27.2,61,1010.97,240,7
12/11/2020,106,0.8,41.7,25.5,67.1,52,28,56,1010.97,240,9
12/12/2020,106,0.9,56.8,24.8,81.6,49,28.7,61,1010.97,120,6
12/13/2020,116,1.1,67.2,27.3,94.5,52,27.8,68,1010.97,20,6
12/14/2020,150,1.1,72.2,28.3,100.5,70,29.2,82,1010.97,190,7
12/15/2020,136,1.3,93.6,25.1,118.7,63,29.9,72,1010.97,140,6
12/16/2020,101,1,73.2,19,92.2,40,29.9,73,1010.97,40,9
12/17/2020,62,0.7,35.7,16,51.7,22,29.5,68,1010.97,40,6
12/18/2020,74,0.9,45,20.8,65.8,28,29.1,64,1010.97,120,6
12/19/2020,64,0.6,29.4,16.5,45.8,21,28.5,61,1010.97,110,5
12/20/2020,56,0.4,10,11.9,22,22,26.4,59,1010.97,310,9
12/21/2020,63,0.5,27.9,17.2,45.1,27,24.3,61,1010.97,240,8
12/22/2020,86,0.6,50.6,21.7,72.4,38,23.8,57,1010.97,240,7
12/23/2020,99,0.8,72.9,24.4,97.3,48,24.5,52,1010.97,60,6
12/24/2020,101,0.9,76.2,26.3,102.5,46,28.3,61,1010.97,40,7
12/25/2020,84,0.7,57.5,18.2,75.7,37,28.4,65,1010.97,210,7
12/26/2020,73,0.7,43.3,16.2,59.5,32,29.3,69,1010.97,160,5
12/27/2020,67,0.5,13.7,14.85303278,28.5,30,30.5,67,1010.97,240,6
12/28/2020,60,0.5,17.2,14.2,31.4,24,30.2,74,1010.97,210,5
12/29/2020,71,0.7,32.9,18.4,51.4,30,30.8,70,1010.97,250,5
12/30/2020,70,0.4,18.2,10.1,28.3,29,30.5,62,1010.97,190,7
12/31/2020,48,0.3,3,4.4,7.4,20,26.4,56,1010.97,50,9
1/1/2021,54,0.4,4.6,7.9,12.5,25,24.5,57,1011.41,30,9
1/2/2021,62,0.5,16.9,15,31.9,30,24.3,56,1011.41,260,8
1/3/2021,78,0.5,24.2,14.5,38.6,43,25.1,56,1011.41,240,8
1/4/2021,80,0.5,30.3,15.9,46.1,43,26.9,59,1011.41,200,7
1/5/2021,77,0.7,49,20,69,35,27.7,60,1011.41,240,7
1/6/2021,72,0.5,29.8,16,45.8,35,29.8,58,1011.41,170,8
1/7/2021,62,0.4,12.8,11.8,24.6,28,29.8,58,1011.41,130,7
1/8/2021,54,0.3,9.1,7.5,16.6,24,29,60,1011.41,30,10
1/9/2021,55,0.4,11.2,7.5,18.7,23,26.4,60,1011.41,40,8
1/10/2021,56,0.3,5.1,8.6,13.7,27,26.4,56,1011.41,30,6
1/11/2021,66,0.3,14.1,9.3,23.4,32,26.1,54,1011.41,30,8
1/12/2021,81,0.1,16.8,12.5,29.2,32,22.7,54,1011.41,30,5
1/13/2021,112,0.6,51.9,23.8,75.7,55,22.8,50,1011.41,40,7
1/14/2021,140,0.8,60.7,28.4,89.1,74,24,58,1011.41,240,8
1/15/2021,137,0.8,39.6,22.5,62.2,79,25.6,63,1011.41,180,7
1/16/2021,126,0.4,5.8,13.7,19.5,73,27,67,1011.41,210,6
1/17/2021,86,0.2,3.8,6.8,10.6,46,28.4,66,1011.41,120,9
1/18/2021,70,0.2,12.6,11,23.6,32,25.5,54,1011.41,40,9
1/19/2021,99,0.5,21.6,19.7,41.3,55,24.5,56,1011.41,120,9
1/20/2021,122,0.8,55.4,26.2,81.6,67,26,56,1011.41,120,8
1/21/2021,131,1,77.3,27,104.3,73,26.8,59,1011.41,240,7
1/22/2021,153,1.2,79.1,32.3,111.4,84,26.5,60,1011.41,120,6
1/23/2021,121,0.6,17.5,20.5,38,67,28.3,64,1011.41,240,8
1/24/2021,64,0.2,7.3,8.3,15.6,31,28.3,69,1011.41,240,9
1/25/2021,58,0.3,15.2,9.5,24.8,26,30,71,1011.41,120,4
1/26/2021,68,0.3,18.5,9.7,28.2,29,29.7,75,1011.41,120,8
1/27/2021,73,0.3,8.1,9.4,17.5,35,30.2,73,1011.41,240,8
1/28/2021,77,0.4,16.8,11.3,28.1,35,30.4,73,1011.41,130,5
1/29/2021,81,0.3,7.9,9,16.9,40,29.1,63,1011.41,120,9
1/30/2021,80,0.3,7.4,9.9,17.3,42,29.3,47,1011.41,90,9
1/31/2021,84,0.3,11.8,11.3,23.1,45,28.8,54,1011.41,40,8
2/1/2021,119,0.69,27.74,18.19,45.93,63,30.1,54,1010.51,110,8
2/2/2021,110,0.7,30.88,16.19,47.07,57,30.2,60,1010.51,70,4
2/3/2021,109,0.49,10.27,11.82,22.09,56,30.5,56,1010.51,120,8
2/4/2021,103,0.4,14.88,11.32,26.2,51,29.4,64,1010.51,30,8
2/5/2021,95,0.54,30.07,15.71,45.78,50,29.2,54,1010.51,240,8
2/6/2021,86,0.41,23.52,13.02,36.54,44,28.8,55,1010.51,140,8
2/7/2021,101,0.44,11.9,10.48,22.38,54,29.6,63,1010.51,240,6
2/8/2021,70,0.24,7.62,5.7,13.32,31,30.3,75,1010.51,210,6
2/9/2021,83,0.41,27.75,9.24,36.99,41,28.4,83,1010.51,280,9
2/10/2021,83,0.44,42.55,13.45,55.92,37,28.1,73,1010.51,170,8
2/11/2021,68,0.39,32.26,15.42,47.68,32,28.9,60,1010.51,240,8
2/12/2021,68,0.34,14.38,12.7,27.08,36,26.8,61,1010.51,240,7
2/13/2021,72,0.24,6.16,8.23,14.38,36,29,73,1010.51,240,8
2/14/2021,60,0.16,6.59,5.95,12.54,30,28.8,72,1010.51,120,7
2/15/2021,55,0.27,6.99,6.16,13.15,26,28.3,74,1010.51,210,10
2/16/2021,61,0.28,7.54,5.75,13.29,28,29.7,72,1010.51,250,7
2/17/2021,77,0.49,25.95,9.76,35.71,34,30.6,74,1010.51,250,6
2/18/2021,83,0.27,8.16,6.63,14.79,46,29,69,1010.51,120,8
2/19/2021,70,0.25,8.58,7.11,15.69,38,27.8,55,1010.51,210,8
2/20/2021,76,0.37,21.95,9.78,31.72,41,27.8,57,1010.51,280,7
2/21/2021,94,0.49,10.64,9.98,20.62,55,28.8,57,1010.51,130,5
2/22/2021,92,0.33,6.03,8,14.23,47,29.3,70,1010.51,210,7
2/23/2021,83,0.34,8.51,8.11,16.62,41,29.9,72,1010.51,210,6
2/24/2021,81,0.3,9.07,7.04,16.11,39,29.8,71,1010.51,210,8
2/25/2021,90,0.54,17.57,12.9,30.47,47,31.3,61,1010.51,240,8
2/26/2021,83,0.43,10.15,9.25,19.4,50,30.8,63,1010.51,180,7
2/27/2021,86,0.38,13.85,9.24,23.09,49,29.7,66,1010.51,250,8
2/28/2021,78,0.13,4.32,3.34,7.65,41,,74,1010.51,,
3/1/2021,53,0.38,11.56,4.67,16.23,26,29.9,71,1009.21,240,8
3/2/2021,44,0.38,11.78,3.77,15.55,17,30.4,75,1009.21,270,6
3/3/2021,43,0.21,13.26,2.24,15.5,13,30.6,79,1009.21,210,8
3/4/2021,56,0.37,17.58,3.72,21.3,21,30.8,76,1009.21,260,7
3/5/2021,51,0.43,10.47,4.22,14.68,19,31.1,75,1009.21,240,7
3/6/2021,56,0.46,6.13,3.43,9.56,20,31.1,75,1009.21,240,8
3/7/2021,51,0.54,6.73,4.14,10.86,20,30.4,73,1009.21,240,7
3/8/2021,59,0.38,10.66,4.56,15.21,25,30.8,75,1009.21,260,8
3/9/2021,63,0.29,0.29,13.93,29.08,25,30.1,77,1009.21,240,8
3/10/2021,78,0.53,28.91,9.48,38.39,30,30.1,75,1009.21,17,9
3/11/2021,76,0.6,26.22,3.92,30.14,34,30.4,72,1009.21,210,6
3/12/2021,74,0.49,15.38,3.49,18.87,29,31.3,72,1009.21,260,7
3/13/2021,71,0.45,12.5,5.11,17.61,27,31.4,76,1009.21,28,6
3/14/2021,64,0.36,10.73,4.32,15.06,24,30.8,75,1009.21,160,8
3/15/2021,64,0.49,14.24,2.09,16.33,22,30.5,76,1009.21,120,8
3/16/2021,70,0.54,11.08,3.29,14.37,26,30.7,76,1009.21,260,9
3/17/2021,75,0.46,11.14,1.9,13.04,13,30.9,77,1009.21,270,7
3/18/2021,87,0.6,8.42,3.71,12.12,38,31.3,74,1009.21,210,8
3/19/2021,84,0.57,7.79,4.92,12.71,32,31.7,74,1009.21,260,7
3/20/2021,76,0.48,6.66,3.66,10.31,33,30.8,74,1009.21,240,8
3/21/2021,64,0.39,6.57,1.34,7.91,23,30.8,73,1009.21,120,8
3/22/2021,100,0.69,33.34,4.5,37.84,47,29.6,79,1009.21,240,9
3/23/2021,86,0.84,15.51,4.65,20.16,39,30.8,67,1009.21,240,8
3/24/2021,93,0.76,27.33,7.16,34.49,45,32.1,61,1009.21,230,6
3/25/2021,88,0.48,9.72,5.95,15.67,37,31.6,69,1009.21,290,8
3/26/2021,57,0.38,10.95,2.74,13.69,19,32,75,1009.21,250,8
3/27/2021,55,0.38,24,24,,17,31.3,75,1009.21,250,8
3/28/2021,66,1.71,7.33,3.8,11.13,17,30.8,76,1009.21,210,8
3/29/2021,59,1.29,9.1,5.78,14.88,18,31.5,75,1009.21,120,10
3/30/2021,59,0.71,15.71,7.59,23.3,21,32.6,74,1009.21,270,8
3/31/2021,60,0.5,16,23,39,26,,72,1009.21,,
4/1/2021,49,0.3,35.8,16.5,52.2,20,32.3,72,1008.48,270,7
4/2/2021,34,0.5,,,,9,32.9,72,1008.48,220,9
4/3/2021,43,0.2,13.8,17.9,31.7,13,31.8,72,1008.48,250,9
4/4/2021,42,0.2,15.4,10.1,25.6,14,30.3,79,1008.48,140,9
4/5/2021,85,0.4,57.7,18.9,76.6,42,28.9,84,1008.48,140,8
4/6/2021,90,0.3,51.4,21.8,73.1,43,29,85,1008.48,240,9
4/7/2021,78,0.3,46.2,24.2,70.4,29,29.8,80,1008.48,120,8
