date,pm25, pm10, o3, no2, co,avgT,humid,pressure-monthly,windDir,windSpd
1/1/2018,21,32,37.91,13.26,0.64,27.10,70.00,1009.40,100.00,9.00
1/2/2018,26,37,38.22,18.96,0.68,27.50,67.00,1009.40,120.00,4.00
1/3/2018,38,51,29.50,29.08,0.85,28.20,66.00,1009.40,60.00,4.00
1/4/2018,39,55,45.09,22.22,0.86,29.30,64.00,1009.40,330.00,6.00
1/5/2018,51,67,49.26,36.70,1.00,30.40,63.00,1009.40,                 ,
1/6/2018,42,54,45.09,34.35,0.96,29.80,70.00,1009.40,120.00,2.00
1/7/2018,26,29,23.26,13.48,0.57,29.20,78.00,1009.40,140.00,2.00
1/8/2018,10,17,13.74,16.52,0.64,29.80,77.00,1009.40,140.00,3.00
1/9/2018,22,33,16.30,31.83,0.92,30.70,75.00,1009.40,140.00,6.00
1/10/2018,10,18,14.96,19.65,0.89,26.60,88.00,1009.40,120.00,4.00
1/11/2018,25,50,16.09,32.96,1.04,25.60,74.00,1009.40,120.00,5.00
1/12/2018,34,49,26.43,27.39,0.84,25.00,65.00,1009.40,120.00,8.00
1/13/2018,36,60,34.43,26.87,0.75,24.00,65.00,1009.40,330.00,6.00
1/14/2018,38,56,33.09,25.83,0.87,25.20,63.00,1009.40,320.00,5.00
1/15/2018,52,69,28.26,34.00,1.00,25.90,64.00,1009.40,300.00,6.00
1/16/2018,55,74,27.96,44.70,1.29,27.60,68.00,1009.40,330.00,7.00
1/17/2018,69,93,36.35,44.30,1.51,28.50,69.00,1009.40,300.00,5.00
1/18/2018,54,79,29.17,36.04,1.15,29.20,63.00,1009.40,310.00,6.00
1/19/2018,57,74,22.30,38.04,1.16,29.30,65.00,1009.40,100.00,4.00
1/20/2018,45,73,18.09,34.61,1.07,29.00,64.00,1009.40,80.00,6.00
1/21/2018,62,86,23.39,42.35,1.26,29.20,67.00,1009.40,70.00,4.00
1/22/2018,97,121,24.22,45.96,1.50,29.60,69.00,1009.40,330.00,4.00
1/23/2018,66,77,26.57,38.26,1.36,29.70,74.00,1009.40,120.00,6.00
1/24/2018,86,77,11.87,38.65,1.38,28.90,79.00,1009.40,120.00,4.00
1/25/2018,25,40,10.86,21.83,1.05,29.20,81.00,1009.40,270.00,4.00
1/26/2018,17,28,13.04,15.52,0.92,29.80,80.00,1009.40,120.00,5.00
1/27/2018,17,22,11.87,12.91,0.89,29.70,78.00,1009.40,150.00,6.00
1/28/2018,13,23,12.00,11.96,0.88,29.40,78.00,1009.40,130.00,7.00
1/29/2018,19,28,11.65,14.04,0.97,30.00,80.00,1009.40,150.00,4.00
1/30/2018,16,25,15.17,12.74,0.90,30.20,81.00,1009.40,120.00,3.00
1/31/2018,17,29,11.61,16.78,1.03,29.40,88.00,1009.40,110.00,6.00
2/1/2018,,49,31.96,17.00,1.22,28.30,77.00,1011.42,90.00,6.00
2/2/2018,,60,34.13,22.17,1.41,26.50,72.00,1011.42,100.00,7.00
2/3/2018,,66,31.05,22.04,1.30,25.40,66.00,1011.42,70.00,10.00
2/4/2018,,108,34.57,27.35,1.37,,59.00,1011.42,90.00,10.00
2/5/2018,,78,39.78,24.87,1.33,,60.00,1011.42,90.00,10.00
2/6/2018,,65,43.04,23.78,1.27,,62.00,1011.42,90.00,7.00
2/7/2018,,91,49.96,36.74,1.52,,61.00,1011.42,110.00,6.00
2/8/2018,,86,48.96,27.83,1.59,,73.00,1011.42,120.00,5.00
2/9/2018,,58,42.35,19.87,1.34,,77.00,1011.42,120.00,3.00
2/10/2018,,53,40.22,19.13,1.36,,73.00,1011.42,70.00,7.00
2/11/2018,,53,30.04,23.96,1.50,,71.00,1011.42,60.00,10.00
2/12/2018,,69,29.61,22.83,1.53,,64.00,1011.42,80.00,12.00
2/13/2018,,64,38.17,24.00,1.48,,68.00,1011.42,120.00,4.00
2/14/2018,,128,40.22,55.78,2.00,,66.00,1011.42,120.00,6.00
2/15/2018,,89,59.57,23.52,1.62,,70.00,1011.42,120.00,4.00
2/16/2018,,66,40.39,22.09,1.57,,78.00,1011.42,120.00,6.00
2/17/2018,,59,29.04,18.04,1.49,,78.00,1011.42,80.00,8.00
2/18/2018,,50,34.39,9.22,1.46,,73.00,1011.42,70.00,12.00
2/19/2018,,48,22.74,13.35,1.48,,78.00,1011.42,110.00,8.00
2/20/2018,,19,16.22,9.22,1.27,,78.00,1011.42,110.00,6.00
2/21/2018,,29,17.48,11.17,1.30,,78.00,1011.42,270.00,4.00
2/22/2018,,33,24.67,12.13,1.25,,78.00,1011.42,150.00,4.00
2/23/2018,,40,23.13,21.61,1.37,,83.00,1011.42,90.00,6.00
2/24/2018,,44,26.22,26.26,1.50,,81.00,1011.42,70.00,8.00
2/25/2018,,53,17.64,35.61,1.73,,75.00,1011.42,80.00,5.00
2/26/2018,,51,41.83,18.70,1.49,,74.00,1011.42,120.00,5.00
2/27/2018,,39,25.26,21.39,1.48,,84.00,1011.42,310.00,7.00
2/28/2018,,51,33.35,26.96,1.60,,77.00,1011.42,290.00,5.00
3/1/2018,,36,30.65,10.22,1.30,,80.00,1009.24,120.00,6.00
3/2/2018,,35,25.22,10.96,1.34,,75.00,1009.24,70.00,7.00
3/3/2018,,27,20.22,9.78,1.25,,75.00,1009.24,100.00,6.00
3/4/2018,,24,19.57,10.04,1.27,,74.00,1009.24,110.00,6.00
3/5/2018,,22,19.65,10.17,1.27,,77.00,1009.24,300.00,6.00
3/6/2018,,24,24.09,12.74,1.33,,78.00,1009.24,120.00,8.00
3/7/2018,,27,18.26,13.57,1.33,,77.00,1009.24,150.00,6.00
3/8/2018,,38,14.78,19.25,1.47,,77.00,1009.24,240.00,6.00
3/9/2018,,37,11.30,20.61,1.61,,88.00,1009.24,120.00,8.00
3/10/2018,,61,22.52,27.87,1.67,,72.00,1009.24,300.00,6.00
3/11/2018,,72,41.48,28.30,1.83,,66.00,1009.24,100.00,7.00
3/12/2018,,95,45.65,34.22,2.16,,75.00,1009.24,130.00,5.00
3/13/2018,,52,46.52,12.13,1.71,,74.00,1009.24,160.00,8.00
3/14/2018,,41,35.04,8.39,1.50,,75.00,1009.24,180.00,10.00
3/15/2018,,35,30.65,9.87,1.51,,77.00,1009.24,180.00,8.00
3/16/2018,,34,25.48,11.04,1.47,,78.00,1009.24,130.00,7.00
3/17/2018,,23,22.78,10.04,1.42,,78.00,1009.24,130.00,6.00
3/18/2018,,16,25.83,6.13,1.36,30.50,74.00,1009.24,170.00,10.00
3/19/2018,,21,22.58,7.29,1.45,30.90,74.00,1009.24,200.00,10.00
3/20/2018,,32,32.57,13.17,1.51,31.90,75.00,1009.24,130.00,6.00
3/21/2018,,33,24.61,16.61,1.57,31.00,76.00,1009.24,340.00,7.00
3/22/2018,,41,32.35,19.17,1.67,30.00,78.00,1009.24,120.00,7.00
3/23/2018,,54,45.61,15.57,1.75,30.00,70.00,1009.24,110.00,12.00
3/24/2018,,50,33.13,14.88,1.79,30.40,69.00,1009.24,150.00,10.00
3/25/2018,,,,,,30.30,74.00,1009.24,180.00,8.00
3/26/2018,,52,39.92,15.92,0.85,31.40,72.00,1009.24,120.00,8.00
3/27/2018,,54,41.65,20.65,0.64,29.20,81.00,1009.24,90.00,6.00
3/28/2018,,42,34.52,10.74,0.43,30.90,76.00,1009.24,270.00,8.00
3/29/2018,,37,32.91,10.13,0.48,30.50,81.00,1009.24,270.00,8.00
3/30/2018,28,46,28.30,12.26,0.54,31.00,79.00,1009.24,130.00,7.00
3/31/2018,30,43,21.00,18.13,0.64,30.50,81.00,1009.24,140.00,5.00
4/1/2018,33,51,18.70,25.26,0.82,29.20,85.00,1008.67,100.00,6.00
4/2/2018,36,52,30.52,21.91,0.89,29.90,54.00,1008.67,120.00,8.00
4/3/2018,33,49,51.78,20.70,0.82,29.70,82.00,1008.67,300.00,7.00
4/4/2018,26,37,29.65,10.35,0.63,31.20,84.00,1008.67,90.00,8.00
4/5/2018,26,44,28.65,14.48,0.68,30.70,78.00,1008.67,120.00,7.00
4/6/2018,36,50,43.22,18.09,0.77,30.80,76.00,1008.67,120.00,6.00
4/7/2018,12,22,27.35,12.39,0.61,25.70,82.00,1008.67,120.00,10.00
4/8/2018,20,38,36.52,18.74,0.57,26.90,73.00,1008.67,110.00,7.00
4/9/2018,38,64,34.87,29.61,0.77,29.00,61.00,1008.67,120.00,8.00
4/10/2018,51,72,55.00,36.22,1.02,30.80,62.00,1008.67,130.00,7.00
4/11/2018,25,39,46.09,9.22,0.63,31.20,70.00,1008.67,60.00,6.00
4/12/2018,16,29,24.96,6.35,0.56,32.00,72.00,1008.67,270.00,6.00
4/13/2018,16,25,25.83,5.17,0.55,31.60,75.00,1008.67,270.00,7.00
4/14/2018,16,25,26.91,3.83,0.55,32.00,77.00,1008.67,120.00,6.00
4/15/2018,15,24,23.70,6.26,0.58,32.00,75.00,1008.67,130.00,8.00
4/16/2018,22,29,38.09,8.17,0.61,32.30,75.00,1008.67,240.00,7.00
4/17/2018,14,22,19.95,14.52,0.77,29.30,90.00,1008.67,90.00,9.00
4/18/2018,21,34,48.39,19.83,0.95,28.30,78.00,1008.67,160.00,10.00
4/19/2018,16,25,41.87,10.70,0.71,30.00,75.00,1008.67,170.00,10.00
4/20/2018,14,27,22.87,8.13,0.71,30.70,76.00,1008.67,200.00,8.00
4/21/2018,17,26,26.96,8.04,0.69,31.70,75.00,1008.67,200.00,12.00
4/22/2018,13,22,25.96,4.70,0.66,31.90,73.00,1008.67,170.00,8.00
4/23/2018,20,37,39.30,11.17,0.75,32.60,74.00,1008.67,130.00,8.00
4/24/2018,18,29,24.22,9.17,0.76,32.20,74.00,1008.67,150.00,7.00
4/25/2018,22,40,23.83,13.78,0.80,31.70,71.00,1008.67,190.00,10.00
4/26/2018,18,31,21.57,14.04,0.83,31.50,78.00,1008.67,200.00,12.00
4/27/2018,17,33,30.26,20.04,1.16,30.00,81.00,1008.67,210.00,12.00
4/28/2018,13,21,5.83,23.39,2.09,25.70,97.00,1008.67,170.00,8.00
4/29/2018,17,26,15.00,17.35,1.96,28.50,86.00,1008.67,130.00,8.00
4/30/2018,13,23,4.87,16.78,2.05,27.40,88.00,1008.67,200.00,10.00
5/1/2018,9,14,12.26,14.22,1.97,28.40,75.00,1007.93,180.00,10.00
5/2/2018,8,16,11.39,14.83,2.00,28.40,80.00,1007.93,120.00,6.00
5/3/2018,14,24,11.04,19.91,2.10,29.20,80.00,1007.93,100.00,7.00
5/4/2018,12,27,18.65,23.09,2.12,31.00,77.00,1007.93,120.00,6.00
5/5/2018,10,21,18.91,13.87,1.98,30.40,75.00,1007.93,210.00,6.00
5/6/2018,10,16,15.39,10.17,1.98,30.80,77.00,1007.93,300.00,7.00
5/7/2018,15,22,24.57,15.30,2.07,30.50,82.00,1007.93,270.00,8.00
5/8/2018,18,27,25.38,14.33,2.09,31.90,80.00,1007.93,240.00,6.00
5/9/2018,15,27,13.26,18.04,2.10,32.30,79.00,1007.93,130.00,5.00
5/10/2018,14,24,21.96,14.22,2.08,32.20,75.00,1007.93,120.00,7.00
5/11/2018,14,24,11.39,25.30,1.35,30.70,79.00,1007.93,290.00,9.00
5/12/2018,20,38,21.83,29.22,0.79,30.20,80.00,1007.93,120.00,5.00
5/13/2018,20,32,17.91,19.33,0.72,31.40,73.00,1007.93,130.00,6.00
5/14/2018,16,24,23.83,20.43,0.70,31.10,78.00,1007.93,270.00,8.00
5/15/2018,22,34,17.26,29.61,0.80,30.30,82.00,1007.93,120.00,6.00
5/16/2018,14,21,18.00,11.04,0.59,32.40,72.00,1007.93,150.00,8.00
5/17/2018,10,19,19.43,10.48,0.57,32.90,70.00,1007.93,130.00,7.00
5/18/2018,12,23,12.96,18.26,0.73,31.80,77.00,1007.93,110.00,5.00
5/19/2018,15,26,17.52,21.13,0.77,30.90,74.00,1007.93,140.00,6.00
5/20/2018,22,35,25.65,23.04,0.84,32.50,74.00,1007.93,120.00,7.00
5/21/2018,20,34,10.83,27.30,0.91,31.70,79.00,1007.93,130.00,6.00
5/22/2018,19,33,11.43,28.14,0.93,29.10,87.00,1007.93,120.00,6.00
5/23/2018,17,29,24.57,28.83,0.85,30.70,80.00,1007.93,330.00,8.00
5/24/2018,8,18,15.43,19.22,0.69,29.20,81.00,1007.93,120.00,8.00
5/25/2018,12,19,15.04,21.43,0.68,30.20,80.00,1007.93,120.00,6.00
5/26/2018,13,24,10.65,21.13,0.84,31.10,81.00,1007.93,130.00,6.00
5/27/2018,13,25,18.35,15.04,0.73,31.50,78.00,1007.93,90.00,7.00
5/28/2018,18,32,24.04,22.35,0.84,31.70,82.00,1007.93,120.00,6.00
5/29/2018,9,18,16.22,11.35,0.63,30.40,80.00,1007.93,150.00,7.00
5/30/2018,11,18,10.83,15.87,0.67,30.80,78.00,1007.93,140.00,8.00
5/31/2018,17,28,13.96,25.91,0.85,30.70,81.00,1007.93,330.00,6.00
6/1/2018,11,22,12.43,17.30,0.73,30.50,78.00,1006.33,300.00,7.00
6/2/2018,10,20,17.33,14.33,0.68,31.60,75.00,1006.33,180.00,15.00
6/3/2018,10,16,19.35,8.91,0.61,32.10,74.00,1006.33,120.00,8.00
6/4/2018,8,17,21.26,11.17,0.63,32.20,67.00,1006.33,280.00,7.00
6/5/2018,7,14,17.14,12.43,0.66,31.80,71.00,1006.33,160.00,6.00
6/6/2018,11,22,16.65,15.43,0.77,31.40,81.00,1006.33,140.00,8.00
6/7/2018,11,18,9.78,15.61,0.76,30.40,79.00,1006.33,120.00,6.00
6/8/2018,8,14,11.41,14.91,0.70,30.50,77.00,1006.33,120.00,7.00
6/9/2018,9,14,8.70,14.48,0.73,29.80,83.00,1006.33,130.00,8.00
6/10/2018,7,17,9.39,9.43,0.71,30.50,83.00,1006.33,150.00,8.00
6/11/2018,10,18,11.17,7.87,0.68,29.80,78.00,1006.33,140.00,9.00
6/12/2018,7,16,13.96,7.05,0.66,31.30,73.00,1006.33,160.00,7.00
6/13/2018,1,9,11.35,18.59,7.29,31.60,74.00,1006.33,160.00,6.00
6/14/2018,1,11,10.35,22.00,9.82,31.30,74.00,1006.33,140.00,8.00
6/15/2018,1,14,8.96,23.67,13.82,31.70,78.00,1006.33,280.00,8.00
6/16/2018,14,23,10.87,15.17,0.83,30.40,83.00,1006.33,150.00,7.00
6/17/2018,12,23,24.74,10.48,0.71,30.20,71.00,1006.33,290.00,7.00
6/18/2018,18,31,19.35,16.78,0.87,30.50,76.00,1006.33,120.00,6.00
6/19/2018,21,32,19.70,14.78,0.83,30.60,76.00,1006.33,170.00,6.00
6/20/2018,10,21,21.26,8.52,0.67,31.50,74.00,1006.33,120.00,7.00
6/21/2018,13,25,18.43,6.85,0.58,31.40,76.00,1006.33,120.00,8.00
6/22/2018,22,39,22.05,8.44,0.59,30.90,74.00,1006.33,20.00,7.00
6/23/2018,19,44,18.39,,0.51,32.30,76.00,1006.33,120.00,6.00
6/24/2018,14,31,17.09,,0.50,31.30,72.00,1006.33,140.00,7.00
6/25/2018,7,18,14.38,14.33,0.50,30.00,73.00,1006.33,300.00,8.00
6/26/2018,15,24,7.70,14.35,0.59,29.80,80.00,1006.33,120.00,6.00
6/27/2018,14,27,2.17,17.17,0.84,28.10,92.00,1006.33,120.00,5.00
6/28/2018,13,24,12.33,20.25,0.76,30.00,80.00,1006.33,100.00,6.00
6/29/2018,15,25,20.61,17.96,0.74,30.00,76.00,1006.33,250.00,5.00
6/30/2018,12,22,12.91,12.78,0.65,30.50,74.00,1006.33,120.00,8.00
7/1/2018,9,16,17.52,11.96,0.65,29.90,79.00,1004.94,120.00,6.00
7/2/2018,8,15,9.70,11.57,0.65,29.90,86.00,1004.94,330.00,8.00
7/3/2018,11,21,12.22,13.91,0.67,29.70,77.00,1004.94,300.00,6.00
7/4/2018,10,16,12.30,11.48,0.59,30.30,73.00,1004.94,290.00,7.00
7/5/2018,9,19,14.35,13.43,0.61,29.80,73.00,1004.94,140.00,8.00
7/6/2018,13,22,10.87,14.30,0.62,30.40,75.00,1004.94,140.00,6.00
7/7/2018,16,24,12.17,15.00,0.67,29.30,73.00,1004.94,300.00,8.00
7/8/2018,20,40,10.65,13.87,0.63,30.90,70.00,1004.94,290.00,7.00
7/9/2018,16,33,11.96,12.35,0.65,30.70,79.00,1004.94,290.00,8.00
7/10/2018,15,26,0.86,13.14,0.81,29.20,81.00,1004.94,300.00,9.00
7/11/2018,11,19,13.88,12.13,0.83,29.70,77.00,1004.94,320.00,9.00
7/12/2018,12,18,14.26,15.22,0.82,29.30,72.00,1004.94,300.00,8.00
7/13/2018,12,19,14.83,13.65,0.73,30.00,72.00,1004.94,90.00,8.00
7/14/2018,1,15,14.26,26.75,16.09,30.70,75.00,1004.94,120.00,6.00
7/15/2018,15,26,12.43,12.87,0.77,30.70,78.00,1004.94,300.00,9.00
7/16/2018,16,28,10.57,13.35,0.76,29.40,79.00,1004.94,120.00,6.00
7/17/2018,13,29,5.87,17.00,0.90,27.60,89.00,1004.94,220.00,6.00
7/18/2018,8,20,12.83,13.52,0.70,29.80,78.00,1004.94,280.00,8.00
7/19/2018,10,20,17.22,10.61,0.70,29.50,80.00,1004.94,190.00,10.00
7/20/2018,12,29,12.43,11.26,0.73,31.00,80.00,1004.94,280.00,7.00
7/21/2018,18,37,14.13,12.57,0.73,30.90,75.00,1004.94,180.00,6.00
7/22/2018,16,30,13.26,12.74,0.79,30.70,75.00,1004.94,240.00,8.00
7/23/2018,15,33,12.54,14.67,0.85,31.30,81.00,1004.94,270.00,6.00
7/24/2018,21,34,11.04,14.52,0.77,30.30,73.00,1004.94,270.00,2.00
7/25/2018,20,35,11.35,12.91,0.76,29.90,76.00,1004.94,120.00,6.00
7/26/2018,14,29,11.30,12.78,0.78,30.10,75.00,1004.94,300.00,8.00
7/27/2018,18,34,12.70,10.04,0.73,30.70,73.00,1004.94,270.00,7.00
7/28/2018,16,28,13.13,9.70,0.75,30.40,76.00,1004.94,120.00,6.00
7/29/2018,17,26,8.87,10.43,0.87,30.80,82.00,1004.94,270.00,8.00
7/30/2018,15,28,7.00,11.39,0.99,28.70,87.00,1004.94,29.00,8.00
7/31/2018,12,25,11.26,14.35,0.87,28.70,78.00,1004.94,300.00,8.00
8/1/2018,18,24,14.57,13.52,0.79,30.00,72.00,1005.55,220.00,7.00
8/2/2018,13,28,13.70,13.09,0.76,30.40,67.00,1005.55,300.00,10.00
8/3/2018,16,25,14.35,13.43,0.76,30.10,68.00,1005.55,300.00,6.00
8/4/2018,11,23,17.43,12.39,0.75,30.10,73.00,1005.55,150.00,6.00
8/5/2018,11,23,19.57,9.13,0.72,30.50,76.00,1005.55,270.00,7.00
8/6/2018,13,19,14.17,13.52,0.87,28.50,82.00,1005.55,120.00,6.00
8/7/2018,14,30,10.61,14.39,1.00,29.40,83.00,1005.55,150.00,6.00
8/8/2018,18,31,13.09,16.00,1.04,28.90,79.00,1005.55,100.00,6.00
8/9/2018,15,25,16.74,12.26,0.77,26.60,70.00,1005.55,300.00,9.00
8/10/2018,13,23,19.83,14.35,0.83,29.60,71.00,1005.55,260.00,10.00
8/11/2018,11,18,15.22,13.09,0.80,,76.00,1005.55,,
8/12/2018,9,17,16.78,9.39,0.77,29.40,76.00,1005.55,250.00,6.00
8/13/2018,14,27,13.91,7.30,0.75,30.50,77.00,1005.55,210.00,9.00
8/14/2018,11,25,15.39,9.74,0.81,29.70,76.00,1005.55,280.00,8.00
8/15/2018,11,21,13.04,12.39,0.89,30.30,82.00,1005.55,150.00,8.00
8/16/2018,13,22,10.91,14.52,0.93,28.90,81.00,1005.55,270.00,8.00
8/17/2018,9,18,13.38,13.21,0.87,29.50,76.00,1005.55,280.00,9.00
8/18/2018,8,15,15.13,10.26,0.86,29.90,80.00,1005.55,150.00,8.00
8/19/2018,6,13,20.43,7.48,0.82,29.40,82.00,1005.55,180.00,9.00
8/20/2018,13,23,15.00,9.55,0.88,30.30,81.00,1005.55,270.00,8.00
8/21/2018,18,41,17.00,14.09,1.05,30.10,81.00,1005.55,160.00,9.00
8/22/2018,18,33,14.09,15.30,0.98,30.60,79.00,1005.55,150.00,8.00
8/23/2018,19,36,14.30,12.78,1.00,29.80,81.00,1005.55,180.00,9.00
8/24/2018,13,23,10.35,14.35,1.07,28.80,86.00,1005.55,150.00,8.00
8/25/2018,11,18,9.83,13.61,1.03,28.50,89.00,1005.55,120.00,8.00
8/26/2018,10,17,8.13,10.43,0.95,27.20,90.00,1005.55,120.00,8.00
8/27/2018,8,16,10.43,12.30,1.10,28.70,90.00,1005.55,270.00,9.00
8/28/2018,15,28,11.48,14.43,1.27,29.00,84.00,1005.55,260.00,8.00
8/29/2018,19,33,10.83,12.78,1.07,28.50,81.00,1005.55,260.00,7.00
8/30/2018,10,19,10.57,11.96,0.97,29.10,78.00,1005.55,270.00,7.00
8/31/2018,11,18,10.52,12.87,1.06,29.00,82.00,1005.55,280.00,9.00
9/1/2018,12,22,15.09,13.00,1.13,29.50,80.00,1007.37,120.00,8.00
9/2/2018,12,20,13.91,9.83,1.03,30.20,74.00,1007.37,270.00,8.00
9/3/2018,10,20,16.78,12.87,1.04,30.20,80.00,1007.37,230.00,7.00
9/4/2018,7,14,14.17,13.13,1.07,29.70,85.00,1007.37,150.00,9.00
9/5/2018,8,16,13.96,13.83,1.05,28.70,85.00,1007.37,240.00,6.00
9/6/2018,10,25,13.22,12.57,1.03,29.00,79.00,1007.37,310.00,6.00
9/7/2018,19,31,18.70,14.04,1.01,30.30,75.00,1007.37,120.00,8.00
9/8/2018,19,33,17.26,15.78,1.03,29.50,77.00,1007.37,120.00,6.00
9/9/2018,26,38,19.65,26.22,1.25,29.30,85.00,1007.37,150.00,9.00
9/10/2018,27,41,28.65,25.78,1.29,29.40,86.00,1007.37,210.00,6.00
9/11/2018,13,22,18.88,10.38,1.05,30.10,78.00,1007.37,290.00,7.00
9/12/2018,17,25,12.61,14.09,1.14,29.50,82.00,1007.37,150.00,5.00
9/13/2018,15,23,14.00,11.87,1.07,29.80,82.00,1007.37,140.00,12.00
9/14/2018,10,19,10.04,12.13,1.12,28.30,89.00,1007.37,290.00,8.00
9/15/2018,11,19,27.00,14.52,1.12,29.20,89.00,1007.37,240.00,6.00
9/16/2018,9,19,25.74,17.09,1.19,29.40,89.00,1007.37,180.00,8.00
9/17/2018,10,18,19.78,16.74,1.21,29.50,77.00,1007.37,160.00,9.00
9/18/2018,7,15,21.67,10.10,1.04,30.20,72.00,1007.37,150.00,8.00
9/19/2018,12,21,10.91,16.78,1.15,28.20,86.00,1007.37,120.00,6.00
9/20/2018,16,27,24.35,21.52,1.29,30.40,83.00,1007.37,150.00,8.00
9/21/2018,19,36,19.30,25.91,1.31,30.40,79.00,1007.37,180.00,6.00
9/22/2018,17,27,25.61,18.48,1.21,30.50,78.00,1007.37,180.00,8.00
9/23/2018,13,24,12.52,19.83,1.33,30.30,85.00,1007.37,150.00,6.00
9/24/2018,15,28,4.83,22.43,1.51,27.30,94.00,1007.37,120.00,6.00
9/25/2018,13,27,15.39,16.13,1.31,30.40,83.00,1007.37,270.00,9.00
9/26/2018,9,17,18.87,12.87,1.17,30.30,77.00,1007.37,230.00,7.00
9/27/2018,7,16,7.57,14.05,0.92,31.50,80.00,1007.37,150.00,5.00
9/28/2018,15,23,17.43,22.22,0.91,31.70,79.00,1007.37,130.00,5.00
9/29/2018,24,38,32.39,20.61,0.89,31.50,83.00,1007.37,140.00,8.00
9/30/2018,8,15,34.48,10.57,0.72,29.70,82.00,1007.37,120.00,7.00
10/1/2018,12,19,20.61,18.26,0.88,30.00,87.00,1010.04,120.00,1.00
10/2/2018,15,27,8.91,26.35,1.09,29.20,91.00,1010.04,270.00,6.00
10/3/2018,28,41,28.48,24.13,1.10,29.70,79.00,1010.04,90.00,8.00
10/4/2018,24,46,35.04,21.50,0.97,30.90,73.00,1010.04,90.00,8.00
10/5/2018,11,19,21.35,16.87,0.90,29.10,86.00,1010.04,120.00,7.00
10/6/2018,15,25,19.13,19.52,0.91,29.80,88.00,1010.04,120.00,8.00
10/7/2018,18,29,24.65,20.00,1.02,30.50,86.00,1010.04,110.00,7.00
10/8/2018,22,35,18.57,28.57,1.13,29.80,84.00,1010.04,130.00,9.00
10/9/2018,19,30,22.00,27.35,1.12,28.90,85.00,1010.04,150.00,6.00
10/10/2018,23,41,23.04,27.48,1.10,29.70,75.00,1010.04,100.00,7.00
10/11/2018,24,37,19.74,22.65,1.05,30.10,73.00,1010.04,120.00,9.00
10/12/2018,15,29,28.35,16.39,0.97,31.10,69.00,1010.04,120.00,9.00
10/13/2018,22,34,26.91,26.78,1.24,29.60,85.00,1010.04,300.00,6.00
10/14/2018,20,34,28.43,21.57,1.17,29.80,78.00,1010.04,140.00,8.00
10/15/2018,14,24,29.00,15.61,0.95,30.10,78.00,1010.04,240.00,6.00
10/16/2018,10,20,20.52,12.78,0.86,31.10,76.00,1010.04,190.00,7.00
10/17/2018,11,23,14.61,17.96,0.98,31.10,78.00,1010.04,210.00,7.00
10/18/2018,16,32,12.96,29.91,1.20,31.30,81.00,1010.04,280.00,5.00
10/19/2018,22,37,21.57,33.00,1.17,30.40,80.00,1010.04,240.00,5.00
10/20/2018,19,32,8.39,25.30,1.10,30.50,89.00,1010.04,160.00,6.00
10/21/2018,7,15,7.22,15.91,0.93,28.30,91.00,1010.04,330.00,6.00
10/22/2018,14,24,12.26,19.78,0.99,29.40,83.00,1010.04,120.00,7.00
10/23/2018,13,22,15.43,21.00,1.10,28.60,92.00,1010.04,270.00,6.00
10/24/2018,16,29,22.87,21.04,1.07,29.20,83.00,1010.04,120.00,6.00
10/25/2018,26,41,13.04,29.35,1.26,30.40,82.00,1010.04,90.00,7.00
10/26/2018,20,36,19.48,22.96,1.13,31.10,79.00,1010.04,120.00,6.00
10/27/2018,21,33,16.96,24.48,1.27,30.90,73.00,1010.04,310.00,8.00
10/28/2018,13,26,20.74,16.91,1.00,30.20,72.00,1010.04,90.00,8.00
10/29/2018,19,34,26.54,21.08,1.16,31.00,70.00,1010.04,90.00,8.00
10/30/2018,21,39,32.96,16.17,0.97,30.20,67.00,1010.04,90.00,7.00
10/31/2018,27,44,46.00,15.70,0.89,28.80,70.00,1010.04,100.00,8.00
11/1/2018,30,54,42.52,24.52,0.97,28.70,54.00,1010.15,100.00,8.00
11/2/2018,35,60,38.52,35.00,1.11,28.30,56.00,1010.15,80.00,6.00
11/3/2018,37,66,44.13,30.61,1.13,28.90,59.00,1010.15,270.00,6.00
11/4/2018,40,62,42.83,25.65,1.13,30.30,63.00,1010.15,330.00,6.00
11/5/2018,36,61,48.65,22.13,1.11,30.90,65.00,1010.15,300.00,7.00
11/6/2018,38,57,24.96,26.52,1.12,31.00,64.00,1010.15,100.00,8.00
11/7/2018,23,44,18.78,25.83,1.06,30.90,67.00,1010.15,90.00,6.00
11/8/2018,16,33,11.04,17.74,1.00,30.80,69.00,1010.15,120.00,9.00
11/9/2018,14,32,6.00,19.78,1.10,28.80,82.00,1010.15,90.00,9.00
11/10/2018,17,30,11.70,17.04,1.07,29.00,83.00,1010.15,120.00,8.00
11/11/2018,18,33,18.13,20.91,1.11,30.20,77.00,1010.15,310.00,8.00
11/12/2018,28,44,21.39,31.30,1.33,31.20,71.00,1010.15,270.00,7.00
11/13/2018,41,60,14.13,35.74,1.50,29.30,80.00,1010.15,120.00,6.00
11/14/2018,32,51,19.17,30.57,1.41,30.80,77.00,1010.15,90.00,8.00
11/15/2018,38,63,28.52,32.26,1.54,31.40,74.00,1010.15,150.00,5.00
11/16/2018,19,30,28.61,15.78,1.10,31.30,78.00,1010.15,140.00,7.00
11/17/2018,17,29,22.83,20.96,1.17,30.40,81.00,1010.15,120.00,6.00
11/18/2018,24,40,17.96,31.43,1.45,30.00,82.00,1010.15,140.00,6.00
